StartDate;EndDate;Status;Progress;Duration (in seconds);Finished;RecordedDate;ResponseId;DistributionChannel;UserLanguage;Q_RecaptchaScore;Q_RelevantIDDuplicate;Q_RelevantIDDuplicateScore;Q_RelevantIDFraudScore;Q_RelevantIDLastStartDate;Q3;Q4;Q5;Q6;Q8_1;Q8_2;Q9_1;Q9_2;Q9_3;Q9_4;Q9_5;Q9_6;Q9_7;Q11;Q10_1;Q10_2;Q10_3;Q10_4;Q10_5;Q19_1;Q19_2;Q19_3;Q19_4;Q19_5;Q19_6;Q19_7;Q19_8;Q19_9;Q19_10;Q19_11;Q19_12;Q23_1;Q23_2;Q23_3;Q23_4;Q23_5;Q23_6;Q23_7;Q23_8;Q23_9;Q23_10;Q23_11;Q23_12;Q27_1;Q27_2;Q27_3;Q27_4;Q27_5;Q27_6;Q27_7;Q27_8;Q27_9;Q26_1;Q26_2;Q26_3;Q26_4;Q26_5;Q26_6;Q26_7;Q26_8;Q26_9;Q15;Q13_1;Q13_2;Q13_3;Q13_4;Q13_5;Q13_6;Q13_7;opp;gc;term;Q_BallotBoxStuffing;Q_TotalDuration;expected_loi;expected_ir;expected_n;geo_IP;Q_CHL;rid;RISN;LS;transaction_id;SVID;PS;psid;K2;med;_k;entrySigCheck;DisplayOrder;V;tg;orderNumber
23-01-25 17:07;23-01-25 17:12;IP Address;100;299;True;23-01-25 17:12;R_22PTc1ZIZSLB4Ne;anonymous;FI;1;;0;5;;35-44;Nainen;Etelä-Suomi;Ammattitutkinto;2;3;En luota ollenkaan 0;2;En luota ollenkaan 0;En luota ollenkaan 0;2;1;3;Vain vähän kiinnostunut;Ei samaa eikä eri mieltä;Jokseenkin eri mieltä;Ei samaa eikä eri mieltä;Jokseenkin samaa mieltä;Ei samaa eikä eri mieltä;Paljon huonompaan;Paljon huonompaan;Jonkin verran huonompaan;Paljon huonompaan;Paljon huonompaan;Pysynyt samana;Paljon huonompaan;Paljon huonompaan;Paljon huonompaan;Paljon huonompaan;Paljon huonompaan;Pysynyt samana;Kehitys johtuu täysin hallituksen politiikasta 10;Kehitys johtuu täysin hallituksen politiikasta 10;Kehitys johtuu täysin hallituksen politiikasta 10;8;Kehitys johtuu täysin hallituksen politiikasta 10;6;8;8;6;7;5;Kehitys johtuu täysin hallituksen politiikasta 10;3;4;3;3;2;2;3;2;2;En pidä ollenkaan 0;2;En pidä ollenkaan 0;En pidä ollenkaan 0;En pidä ollenkaan 0;2;En pidä ollenkaan 0;En pidä ollenkaan 0;En pidä ollenkaan 0;En äänestänyt;Täysin eri mieltä;Jokseenkin samaa mieltä;Jokseenkin samaa mieltä;Jokseenkin samaa mieltä;Täysin eri mieltä;Täysin samaa mieltä;Ei samaa eikä eri mieltä;Qual73530196-3004-Finland;1;;;299;10;0.6;1500;FI;anonymous;;;;2CHHvTeeLkoyort93vN86n;37679796;341;929b1cb3-4924-470f-17bc-3783de92582b;;;;on;;D_API;;XXX
23-01-25 17:06;23-01-25 17:14;IP Address;100;471;True;23-01-25 17:14;R_216ZTlXsxJ24PTY;anonymous;FI;1;;0;5;;45-54;Nainen;Etelä-Suomi;Ylempi opistoaste tai ammattikorkeakoulututkinto;9;9;7;8;7;7;8;9;Luotan täysin 10;Hyvin kiinnostunut;Täysin samaa mieltä;Ei samaa eikä eri mieltä;Täysin samaa mieltä;Täysin samaa mieltä;Täysin samaa mieltä;Pysynyt samana;Jonkin verran huonompaan;Jonkin verran huonompaan;Paljon huonompaan;Pysynyt samana;Jonkin verran parempaan;Jonkin verran huonompaan;Jonkin verran huonompaan;Jonkin verran huonompaan;Pysynyt samana;Pysynyt samana;Jonkin verran huonompaan;8;8;7;5;4;7;8;9;8;8;8;8;6;5;4;3;5;5;4;4;4;3;3;3;2;3;4;4;4;5;Liike Nyt;Jokseenkin eri mieltä;Jokseenkin samaa mieltä;Täysin samaa mieltä;Täysin samaa mieltä;Täysin samaa mieltä;Jokseenkin samaa mieltä;Jokseenkin samaa mieltä;Qual73530196-3004-Finland;1;;;471;10;0.6;1500;FI;anonymous;;;;1uERIVYPndtNWNsicfkGVJ;37679796;341;660afd90-6d46-be79-84a6-517a5a7c5e6e;;;;on;Q25;D_API;;XXX
23-01-25 17:10;23-01-25 17:16;IP Address;100;374;True;23-01-25 17:16;R_8iey7kFTnL4l9Mc;anonymous;FI;1;;0;5;;25-34;Mies;Etelä-Suomi;Ammattitutkinto;3;5;3;4;2;2;7;6;8;Hyvin kiinnostunut;Jokseenkin samaa mieltä;Jokseenkin samaa mieltä;Jokseenkin samaa mieltä;Täysin samaa mieltä;Täysin samaa mieltä;Paljon huonompaan;Paljon huonompaan;Paljon huonompaan;Paljon huonompaan;Paljon huonompaan;Paljon huonompaan;Paljon huonompaan;Paljon huonompaan;Paljon huonompaan;Paljon huonompaan;Paljon huonompaan;Paljon huonompaan;Kehitys johtuu täysin hallituksen politiikasta 10;Kehitys johtuu täysin hallituksen politiikasta 10;Kehitys johtuu täysin hallituksen politiikasta 10;Kehitys johtuu täysin hallituksen politiikasta 10;Kehitys johtuu täysin hallituksen politiikasta 10;Kehitys johtuu täysin hallituksen politiikasta 10;Kehitys johtuu täysin hallituksen politiikasta 10;Kehitys johtuu täysin hallituksen politiikasta 10;Kehitys johtuu täysin hallituksen politiikasta 10;Kehitys johtuu täysin hallituksen politiikasta 10;Kehitys johtuu täysin hallituksen politiikasta 10;Kehitys johtuu täysin hallituksen politiikasta 10;8;Ei lainkaan lähellä 0;Ei lainkaan lähellä 0;6;7;Erittäin lähellä 10;Ei lainkaan lähellä 0;Ei lainkaan lähellä 0;3;8;En pidä ollenkaan 0;1;4;6;Pidän erittäin paljon 10;1;En pidä ollenkaan 0;2;Vasemmistoliitto (VAS);Täysin eri mieltä;Täysin samaa mieltä;Ei samaa eikä eri mieltä;Jokseenkin samaa mieltä;Täysin eri mieltä;Jokseenkin samaa mieltä;Jokseenkin eri mieltä;Qual73530196-3004-Finland;1;;;374;10;0.6;1500;FI;anonymous;;;;2SIk0EhFfmSsJrYoTCdGIu;37679796;341;def1d4fa-e0fc-ceae-0313-d5bdf7df38e7;;;;on;Q25;D_API;;XXX
23-01-25 17:06;23-01-25 17:22;IP Address;100;1000;True;23-01-25 17:23;R_2EgpnBKrZrjKjcx;anonymous;FI;1;;0;5;;25-34;Mies;Helsinki ja Uusimaa;Yliopistotutkinto;7;6;8;7;8;8;8;7;8;Hyvin kiinnostunut;Jokseenkin samaa mieltä;Ei samaa eikä eri mieltä;Jokseenkin samaa mieltä;Täysin samaa mieltä;Jokseenkin samaa mieltä;Paljon huonompaan;Jonkin verran huonompaan;Jonkin verran huonompaan;Jonkin verran huonompaan;Paljon huonompaan;Jonkin verran huonompaan;Jonkin verran huonompaan;Jonkin verran huonompaan;Paljon huonompaan;Jonkin verran huonompaan;Jonkin verran huonompaan;Jonkin verran huonompaan;7;7;8;7;8;7;8;9;9;8;9;9;8;7;8;8;7;9;8;9;8;8;7;8;9;8;9;9;8;9;Perussuomalaiset (PS);Täysin samaa mieltä;Jokseenkin samaa mieltä;Täysin samaa mieltä;Jokseenkin samaa mieltä;Jokseenkin samaa mieltä;Täysin samaa mieltä;Jokseenkin samaa mieltä;Qual73530196-3004-Finland;1;;;1000;10;0.6;1500;FI;anonymous;;;;5jjAM5ikG9c2Xkyp7v9vtJ;37679796;341;e5942aaf-1a04-6833-1288-0127d1bced68;;;;on;Q17;D_API;;XXX
24-01-25 8:00;24-01-25 8:04;IP Address;100;260;True;24-01-25 8:04;R_8wBIJHPeRowdrW4;anonymous;FI;1;;0;0;;35-44;Nainen;Pohjois- ja Itä-Suomi;Ylempi opistoaste tai ammattikorkeakoulututkinto;7;5;En luota ollenkaan 0;En luota ollenkaan 0;En luota ollenkaan 0;En luota ollenkaan 0;1;4;1;Hyvin kiinnostunut;Täysin samaa mieltä;Jokseenkin samaa mieltä;Täysin samaa mieltä;Täysin samaa mieltä;Jokseenkin samaa mieltä;Paljon huonompaan;Paljon huonompaan;Jonkin verran huonompaan;Pysynyt samana;Jonkin verran parempaan;Jonkin verran huonompaan;Paljon huonompaan;Paljon huonompaan;Paljon huonompaan;Jonkin verran huonompaan;Pysynyt samana;Jonkin verran huonompaan;7;7;7;7;7;9;9;8;9;6;8;9;4;Ei lainkaan lähellä 0;Ei lainkaan lähellä 0;1;2;8;Ei lainkaan lähellä 0;3;3;2;En pidä ollenkaan 0;En pidä ollenkaan 0;1;2;7;En pidä ollenkaan 0;2;1;Vasemmistoliitto (VAS);Täysin eri mieltä;Täysin samaa mieltä;Täysin samaa mieltä;Täysin samaa mieltä;Täysin samaa mieltä;Täysin samaa mieltä;Jokseenkin eri mieltä;Qual73530196-3004-Finland;1;;;260;10;0.6;1500;FI;anonymous;;;;5cZtb94Sv0EfDeZUo1kBIS;37679796;341;7db8582c-1726-d63a-638f-6ce15734747d;;;;on;Q25;D_API;;XXX
24-01-25 8:00;24-01-25 8:06;IP Address;100;311;True;24-01-25 8:06;R_8OTKuBzoVwyXnz7;anonymous;FI;1;;0;0;;55+;Mies;Länsi-Suomi;Peruskoulu (luokat 1-9);1;2;3;3;En luota ollenkaan 0;1;2;7;5;Hyvin kiinnostunut;Täysin samaa mieltä;Täysin eri mieltä;Täysin samaa mieltä;Jokseenkin samaa mieltä;Täysin samaa mieltä;Jonkin verran huonompaan;Paljon huonompaan;Paljon huonompaan;Pysynyt samana;Pysynyt samana;Jonkin verran huonompaan;Paljon huonompaan;Paljon huonompaan;Paljon huonompaan;Jonkin verran huonompaan;Pysynyt samana;Jonkin verran huonompaan;9;Kehitys johtuu täysin hallituksen politiikasta 10;Kehitys johtuu täysin hallituksen politiikasta 10;5;5;4;Kehitys johtuu täysin hallituksen politiikasta 10;Kehitys johtuu täysin hallituksen politiikasta 10;Kehitys johtuu täysin hallituksen politiikasta 10;Kehitys johtuu täysin hallituksen politiikasta 10;3;3;5;1;Ei lainkaan lähellä 0;3;Ei lainkaan lähellä 0;6;Ei lainkaan lähellä 0;Ei lainkaan lähellä 0;Ei lainkaan lähellä 0;5;En pidä ollenkaan 0;En pidä ollenkaan 0;En pidä ollenkaan 0;En pidä ollenkaan 0;5;En pidä ollenkaan 0;En pidä ollenkaan 0;En pidä ollenkaan 0;Perussuomalaiset (PS);Täysin eri mieltä;Jokseenkin samaa mieltä;Täysin eri mieltä;Täysin samaa mieltä;Jokseenkin eri mieltä;Jokseenkin samaa mieltä;Ei samaa eikä eri mieltä;Qual73530196-3004-Finland;1;;;311;10;0.6;1500;FI;anonymous;;;;4UifCc9rsVI2WHK0BXbIfZ;37679796;341;cb99e2cb-96ea-c97a-0b68-6c8ca6cdd58a;;;;on;Q17;D_API;;XXX
24-01-25 8:00;24-01-25 8:07;IP Address;100;428;True;24-01-25 8:07;R_2AM2eA9gQNBr5cZ;anonymous;FI;0,899999976;;0;0;;55+;Nainen;Pohjois- ja Itä-Suomi;Ammattitutkinto;8;8;3;3;4;3;6;8;8;Jonkin verran kiinnostunut;Täysin samaa mieltä;Täysin eri mieltä;Täysin samaa mieltä;Jokseenkin samaa mieltä;Täysin samaa mieltä;Paljon huonompaan;Paljon huonompaan;Jonkin verran huonompaan;Paljon huonompaan;Jonkin verran huonompaan;Jonkin verran huonompaan;Jonkin verran huonompaan;Jonkin verran huonompaan;Paljon huonompaan;Pysynyt samana;Pysynyt samana;Pysynyt samana;7;7;7;8;8;5;9;6;8;3;6;4;7;Ei lainkaan lähellä 0;1;3;5;Ei lainkaan lähellä 0;Ei lainkaan lähellä 0;Ei lainkaan lähellä 0;Ei lainkaan lähellä 0;7;En pidä ollenkaan 0;2;3;5;En pidä ollenkaan 0;2;En pidä ollenkaan 0;En pidä ollenkaan 0;Suomen Sosialidemokraattinen Puolue (SDP);Täysin eri mieltä;Jokseenkin samaa mieltä;Täysin samaa mieltä;Jokseenkin samaa mieltä;Ei samaa eikä eri mieltä;Jokseenkin samaa mieltä;Jokseenkin eri mieltä;Qual73530196-3004-Finland;1;;;428;10;0.6;1500;FI;anonymous;;;;1xcRohXn2j79pAPUND5Y37;37679796;341;97ed7d62-dbee-f631-be73-4490ef71b0cd;;;;on;Q25;D_API;;XXX
24-01-25 8:04;24-01-25 8:07;IP Address;100;197;True;24-01-25 8:07;R_88RcJtgy2u0wBOx;anonymous;FI;1;;0;0;;35-44;Mies;Helsinki ja Uusimaa;Yliopistotutkinto;8;9;9;8;Luotan täysin 10;8;5;8;Luotan täysin 10;Hyvin kiinnostunut;Täysin samaa mieltä;Ei samaa eikä eri mieltä;Jokseenkin samaa mieltä;Täysin samaa mieltä;Jokseenkin samaa mieltä;Jonkin verran parempaan;Paljon parempaan;Pysynyt samana;Jonkin verran parempaan;Jonkin verran huonompaan;Paljon huonompaan;Pysynyt samana;Jonkin verran parempaan;Paljon parempaan;Jonkin verran parempaan;Pysynyt samana;Jonkin verran parempaan;4;7;6;9;Kehitys johtuu täysin hallituksen politiikasta 10;7;Kehitys johtuu täysin hallituksen politiikasta 10;8;6;7;9;Kehitys johtuu täysin hallituksen politiikasta 10;9;8;8;Erittäin lähellä 10;7;5;6;9;Erittäin lähellä 10;En pidä ollenkaan 0;8;Pidän erittäin paljon 10;4;8;9;7;3;8;Perussuomalaiset (PS);Jokseenkin samaa mieltä;En osaa sanoa;Täysin samaa mieltä;Jokseenkin samaa mieltä;Täysin samaa mieltä;Ei samaa eikä eri mieltä;Jokseenkin samaa mieltä;Qual73530196-3004-Finland;1;;;197;10;0.6;1500;FI;anonymous;;;;4xmg6Q2IR54scHPdIl7waU;37679796;341;adf9fb9e-07b8-f8fd-b2d6-fbe2a4b66689;;;;on;Q17;D_API;;XXX
24-01-25 8:02;24-01-25 8:07;IP Address;100;297;True;24-01-25 8:07;R_89aeBMSbBPWUS4b;anonymous;FI;0,800000012;;0;0;;45-54;Nainen;Länsi-Suomi;Ammattitutkinto;7;7;4;4;1;2;3;4;6;Jonkin verran kiinnostunut;Jokseenkin samaa mieltä;Jokseenkin eri mieltä;Täysin samaa mieltä;Täysin samaa mieltä;Täysin samaa mieltä;Paljon huonompaan;Paljon huonompaan;Paljon huonompaan;Pysynyt samana;Pysynyt samana;Pysynyt samana;Paljon huonompaan;Paljon huonompaan;Paljon huonompaan;Pysynyt samana;Pysynyt samana;Jonkin verran huonompaan;Kehitys johtuu täysin hallituksen politiikasta 10;Kehitys johtuu täysin hallituksen politiikasta 10;Kehitys johtuu täysin hallituksen politiikasta 10;Kehitys johtuu täysin hallituksen politiikasta 10;Kehitys johtuu täysin hallituksen politiikasta 10;8;7;7;9;Kehitys johtuu täysin hallituksen politiikasta 10;Kehitys johtuu täysin hallituksen politiikasta 10;Kehitys johtuu täysin hallituksen politiikasta 10;9;Ei lainkaan lähellä 0;Ei lainkaan lähellä 0;Ei lainkaan lähellä 0;Ei lainkaan lähellä 0;Ei lainkaan lähellä 0;Ei lainkaan lähellä 0;Ei lainkaan lähellä 0;Ei lainkaan lähellä 0;Pidän erittäin paljon 10;En pidä ollenkaan 0;En pidä ollenkaan 0;En pidä ollenkaan 0;En pidä ollenkaan 0;En pidä ollenkaan 0;En pidä ollenkaan 0;En pidä ollenkaan 0;1;Suomen Sosialidemokraattinen Puolue (SDP);Täysin eri mieltä;Ei samaa eikä eri mieltä;Ei samaa eikä eri mieltä;Täysin samaa mieltä;Ei samaa eikä eri mieltä;Ei samaa eikä eri mieltä;Ei samaa eikä eri mieltä;Qual73530196-3004-Finland;1;;;297;10;0.6;1500;FI;anonymous;;;;45knU99y60p2loJif1hbH5;37679796;341;8aac172b-eadd-07f3-02b6-0af4ac5faab6;;;;on;Q25;D_API;;XXX
24-01-25 8:04;24-01-25 8:09;IP Address;100;348;True;24-01-25 8:09;R_29bipki4ygVV1z2;anonymous;FI;0,800000012;;0;0;;35-44;Nainen;Länsi-Suomi;Ammattitutkinto;5;5;1;1;1;1;1;1;1;Vain vähän kiinnostunut;Ei samaa eikä eri mieltä;Jokseenkin eri mieltä;Jokseenkin samaa mieltä;Jokseenkin samaa mieltä;Jokseenkin eri mieltä;Jonkin verran huonompaan;Jonkin verran huonompaan;Jonkin verran huonompaan;Jonkin verran huonompaan;Jonkin verran huonompaan;Jonkin verran huonompaan;Paljon huonompaan;Paljon huonompaan;Paljon huonompaan;Paljon huonompaan;Pysynyt samana;Paljon huonompaan;Kehitys johtuu kokonaan muista syistä 0;Kehitys johtuu kokonaan muista syistä 0;Kehitys johtuu kokonaan muista syistä 0;Kehitys johtuu kokonaan muista syistä 0;Kehitys johtuu kokonaan muista syistä 0;Kehitys johtuu kokonaan muista syistä 0;Kehitys johtuu kokonaan muista syistä 0;Kehitys johtuu kokonaan muista syistä 0;Kehitys johtuu kokonaan muista syistä 0;Kehitys johtuu kokonaan muista syistä 0;Kehitys johtuu kokonaan muista syistä 0;Kehitys johtuu kokonaan muista syistä 0;Ei lainkaan lähellä 0;6;2;7;6;2;Ei lainkaan lähellä 0;Ei lainkaan lähellä 0;Ei lainkaan lähellä 0;2;5;2;5;6;3;En pidä ollenkaan 0;En pidä ollenkaan 0;En pidä ollenkaan 0;Perussuomalaiset (PS);Täysin eri mieltä;Jokseenkin samaa mieltä;Jokseenkin eri mieltä;Täysin samaa mieltä;Jokseenkin eri mieltä;Jokseenkin samaa mieltä;Jokseenkin samaa mieltä;Qual73530196-3004-Finland;1;;;348;10;0.6;1500;FI;anonymous;;;;4KrFnR7THPZ9rlFDogH8xM;37679796;341;e3361a95-11d1-df4b-33a1-a6415629267f;;;;on;Q17;D_API;;XXX
24-01-25 8:08;24-01-25 8:11;IP Address;100;148;True;24-01-25 8:11;R_897qTakZqCr8LFT;anonymous;FI;0,899999976;;0;10;;45-54;Mies;Helsinki ja Uusimaa;Ylioppilastutkinto;8;8;4;3;1;8;9;8;6;Hyvin kiinnostunut;Ei samaa eikä eri mieltä;Jokseenkin eri mieltä;Jokseenkin eri mieltä;Täysin samaa mieltä;Jokseenkin samaa mieltä;Pysynyt samana;Jonkin verran huonompaan;Jonkin verran huonompaan;En osaa sanoa;En osaa sanoa;Paljon huonompaan;Jonkin verran parempaan;Pysynyt samana;Jonkin verran parempaan;Jonkin verran huonompaan;Jonkin verran parempaan;Pysynyt samana;3;3;8;1;2;6;9;2;2;8;3;8;4;5;4;3;8;9;7;6;4;2;2;1;7;7;7;9;2;2;Vihreä liitto (VIHR);Jokseenkin samaa mieltä;Jokseenkin eri mieltä;Täysin eri mieltä;Täysin samaa mieltä;Täysin samaa mieltä;Jokseenkin samaa mieltä;Jokseenkin samaa mieltä;Qual73530196-3004-Finland;1;;;148;10;0.6;1500;FI;anonymous;;;;0ioeaED3hN3OrBLfZQLnAR;37679796;341;eb6254eb-e35e-14da-606a-10f1881c4360;;;;on;Q25;D_API;;XXX
24-01-25 8:06;24-01-25 8:12;IP Address;100;314;True;24-01-25 8:12;R_2whsFZDOCh1RHgh;anonymous;FI;1;;0;0;;45-54;Mies;Helsinki ja Uusimaa;Ammattitutkinto;5;4;En luota ollenkaan 0;En luota ollenkaan 0;En luota ollenkaan 0;En luota ollenkaan 0;1;8;8;Jonkin verran kiinnostunut;Ei samaa eikä eri mieltä;Jokseenkin samaa mieltä;Täysin samaa mieltä;Täysin samaa mieltä;Täysin samaa mieltä;Paljon huonompaan;Paljon huonompaan;Jonkin verran huonompaan;En osaa sanoa;En osaa sanoa;Pysynyt samana;Paljon huonompaan;Jonkin verran huonompaan;Paljon huonompaan;Paljon huonompaan;Pysynyt samana;Pysynyt samana;Kehitys johtuu täysin hallituksen politiikasta 10;Kehitys johtuu täysin hallituksen politiikasta 10;Kehitys johtuu täysin hallituksen politiikasta 10;En osaa sanoa;En osaa sanoa;En osaa sanoa;Kehitys johtuu täysin hallituksen politiikasta 10;Kehitys johtuu täysin hallituksen politiikasta 10;Kehitys johtuu täysin hallituksen politiikasta 10;Kehitys johtuu täysin hallituksen politiikasta 10;4;4;Erittäin lähellä 10;Ei lainkaan lähellä 0;Ei lainkaan lähellä 0;Ei lainkaan lähellä 0;Ei lainkaan lähellä 0;1;1;2;Erittäin lähellä 10;Pidän erittäin paljon 10;En pidä ollenkaan 0;En pidä ollenkaan 0;En pidä ollenkaan 0;En pidä ollenkaan 0;1;1;2;Pidän erittäin paljon 10;Perussuomalaiset (PS);Täysin eri mieltä;Täysin samaa mieltä;Täysin samaa mieltä;Täysin samaa mieltä;Täysin samaa mieltä;Täysin samaa mieltä;Ei samaa eikä eri mieltä;Qual73530196-3004-Finland;1;;;314;10;0.6;1500;FI;anonymous;;;;2NgIYGbuEYJJbcWUsexarR;37679796;341;4ebe2217-66ce-cd73-4f06-fba734035f99;;;;on;Q17;D_API;;XXX
24-01-25 8:07;24-01-25 8:12;IP Address;100;309;True;24-01-25 8:12;R_8oOYpkHOrDmVQ5j;anonymous;FI;1;;0;0;;55+;Nainen;Länsi-Suomi;Ylioppilastutkinto;9;7;7;7;6;6;7;9;9;Jonkin verran kiinnostunut;Täysin samaa mieltä;Täysin eri mieltä;Täysin samaa mieltä;Jokseenkin samaa mieltä;Täysin samaa mieltä;Paljon huonompaan;Paljon huonompaan;Jonkin verran huonompaan;Pysynyt samana;Pysynyt samana;Jonkin verran huonompaan;Jonkin verran huonompaan;Jonkin verran parempaan;Paljon huonompaan;Jonkin verran huonompaan;Jonkin verran parempaan;Pysynyt samana;7;7;6;5;5;6;7;8;8;6;6;6;8;Ei lainkaan lähellä 0;3;8;4;1;8;4;Ei lainkaan lähellä 0;7;En pidä ollenkaan 0;3;6;6;1;7;3;En pidä ollenkaan 0;Suomen ruotsalainen kansanpuolue (RKP);Täysin eri mieltä;Jokseenkin eri mieltä;Täysin eri mieltä;Täysin samaa mieltä;Jokseenkin eri mieltä;Ei samaa eikä eri mieltä;Jokseenkin eri mieltä;Qual73530196-3004-Finland;1;;;309;10;0.6;1500;FI;anonymous;;;;6ROgJfpr1NbX51cwFG3gfh;37679796;341;a6cdf4d6-8242-19d7-1789-3bd766f02fc4;;;;on;Q17;D_API;;XXX
24-01-25 8:07;24-01-25 8:13;IP Address;100;314;True;24-01-25 8:13;R_2gRpVrjgqMAU6Zb;anonymous;FI;1;;0;0;;25-34;Mies;Helsinki ja Uusimaa;Peruskoulu (luokat 1-9);10;9;4;4;5;5;7;7;Luotan täysin 10;Vain vähän kiinnostunut;Jokseenkin samaa mieltä;Jokseenkin eri mieltä;Täysin samaa mieltä;Jokseenkin samaa mieltä;Jokseenkin samaa mieltä;Pysynyt samana;Jonkin verran huonompaan;Pysynyt samana;Pysynyt samana;Pysynyt samana;Pysynyt samana;Jonkin verran parempaan;Pysynyt samana;Jonkin verran huonompaan;Jonkin verran parempaan;Paljon parempaan;Jonkin verran parempaan;8;5;7;4;3;5;8;7;4;8;Kehitys johtuu täysin hallituksen politiikasta 10;8;3;Erittäin lähellä 10;2;2;Ei lainkaan lähellä 0;2;Ei lainkaan lähellä 0;Ei lainkaan lähellä 0;Ei lainkaan lähellä 0;4;Pidän erittäin paljon 10;3;2;En pidä ollenkaan 0;3;En pidä ollenkaan 0;En pidä ollenkaan 0;En pidä ollenkaan 0;Perussuomalaiset (PS);Täysin eri mieltä;Jokseenkin eri mieltä;Jokseenkin samaa mieltä;Jokseenkin eri mieltä;Ei samaa eikä eri mieltä;Jokseenkin samaa mieltä;Jokseenkin eri mieltä;Qual73530196-3004-Finland;1;;;314;10;0.6;1500;FI;anonymous;;;;6Ncv1qbOu7FY5IobvjDmuE;37679796;341;0e360672-1a1c-1e5e-360e-336b2ea57727;;;;on;Q17;D_API;;XXX
